firm_id,year,income,digital_finance,firm_size,employee_num,founder_edu,financing_difficulty,region_gdp,urban,high_tech
113,2014,13.29,0.544,2.71,90,3,0.441,8.58,0,0
113,2015,13.74,0.297,3.11,137,3,0.689,9.57,1,0
113,2016,12.89,0.57,2.43,65,3,0.314,10.02,1,0
113,2017,13.33,0.495,2.7,93,3,0.479,10.16,0,0
113,2018,15.39,0.258,2.51,138,4,0.767,10.55,1,1
113,2019,16.7,0.675,2.01,185,4,0.436,9.65,1,1
113,2020,11.92,0.39,1.37,85,2,0.548,8.43,1,0
113,2021,13.82,0.378,2.72,99,2,0.603,10.16,0,0
113,2022,14.31,0.53,2.59,149,2,0.375,9.64,0,0
113,2023,13.25,0.672,2.19,63,2,0.35,12.05,0,0
114,2010,13.58,0.348,1.69,171,3,0.731,12.3,1,0
114,2011,12.45,0.509,2.81,58,3,0.554,7.26,1,1
114,2012,14.1,0.564,2.37,130,2,0.319,11.23,1,0
114,2013,16.55,0.604,2.78,180,3,0.411,11.64,0,0
114,2014,14.31,0.526,3.43,169,3,0.406,7.31,0,0
114,2015,13.37,0.445,1.43,52,1,0.656,11.16,1,1
114,2016,12.53,0.376,2.15,72,2,0.608,11.79,1,0
114,2017,14.05,0.513,2.4,111,4,0.335,8.1,1,0
114,2018,13.42,0.339,3.23,82,3,0.639,9.53,1,1
114,2019,11.43,0.062,1.68,81,2,0.984,10.37,1,0
114,2020,13.52,0.565,3.47,31,2,0.459,11.14,0,0
114,2021,13.8,0.636,2.57,92,2,0.313,8.02,1,1
114,2022,14.03,0.146,2.45,159,1,0.796,12.31,0,0
114,2023,12.78,0.349,2.4,76,4,0.553,5.94,1,1
115,2010,15.4,0.593,2.28,195,1,0.368,12.65,1,0
115,2011,18.49,0.809,3.02,184,2,0.106,11.1,0,0
115,2012,12.64,0.503,1.97,51,1,0.594,8.76,1,0
115,2013,13.78,0.391,2.67,107,3,0.519,11.73,1,0
115,2014,11.29,0.473,2.31,25,1,0.54,7.9,0,0
115,2015,15.53,0.706,2.12,119,2,0.299,10.23,1,0
115,2016,15.01,0.403,3.79,61,3,0.691,10.48,1,1
115,2017,14.42,0.38,2.71,109,3,0.729,10.47,0,0
115,2018,12.75,0.428,2.81,99,2,0.642,8.32,1,0
115,2019,14.59,0.357,3.07,174,2,0.678,9.01,1,1
115,2020,14.29,0.518,1.79,114,3,0.377,10.25,1,0
115,2021,17.6,0.744,3.38,180,4,0.149,8.55,1,0
115,2022,9.48,0.548,1.25,31,2,0.367,10.54,0,0
115,2023,12.68,0.462,2.12,132,1,0.613,8.77,1,0
116,2010,13.32,0.456,2.27,165,1,0.551,12.0,1,0
116,2011,15.08,0.266,2.79,80,3,0.821,13.13,0,1
116,2012,15.31,0.632,2.61,39,3,0.468,9.41,1,0
116,2013,16.02,0.488,2.42,102,3,0.439,11.84,1,1
116,2014,13.19,0.473,2.49,148,3,0.53,9.58,1,0
116,2015,15.14,0.979,2.01,40,4,0.02,8.13,1,0
116,2016,12.31,0.545,1.75,70,4,0.422,9.15,1,0
116,2017,12.92,0.387,2.86,60,3,0.559,10.17,0,0
116,2018,12.15,0.436,2.85,149,3,0.682,6.43,0,0
116,2019,16.29,0.672,3.29,152,2,0.333,11.25,0,0
116,2020,13.2,0.517,2.1,98,3,0.484,10.17,1,0
116,2021,11.15,0.284,2.85,110,3,0.635,12.0,0,0
116,2022,14.36,0.638,2.36,88,3,0.43,11.22,1,0
116,2023,14.18,0.4,3.1,140,2,0.5,10.24,0,0
117,2010,17.16,0.781,3.01,150,3,0.264,9.29,0,1
117,2011,12.75,0.662,2.61,22,3,0.386,13.05,1,0
117,2012,15.56,0.433,2.33,150,3,0.526,14.34,1,0
117,2013,15.48,0.692,2.98,129,2,0.34,9.32,1,0
117,2014,13.93,0.51,2.82,6,3,0.508,12.08,0,0
117,2015,11.13,0.628,2.16,80,2,0.368,8.59,0,0
117,2016,12.36,0.573,1.84,183,4,0.429,8.82,1,0
117,2017,10.7,0.373,2.36,142,3,0.633,9.23,0,0
117,2018,15.4,0.403,3.26,146,2,0.61,11.37,1,0
117,2019,13.68,0.654,3.07,30,1,0.352,7.85,1,0
117,2020,13.88,0.45,1.94,51,3,0.44,13.1,0,1
117,2021,12.31,0.439,1.92,34,2,0.545,11.88,1,1
117,2022,12.72,0.357,3.14,60,4,0.67,11.32,1,0
117,2023,10.75,0.564,1.93,123,3,0.446,9.41,1,0
118,2010,16.58,0.809,2.75,174,2,0.286,11.66,1,1
118,2011,10.32,0.34,2.19,136,3,0.722,4.17,1,0
118,2012,15.25,0.504,3.31,143,2,0.409,10.88,1,0
118,2013,14.85,0.712,2.11,156,4,0.272,10.32,1,0
118,2014,15.23,0.488,3.07,199,2,0.481,6.23,1,0
118,2015,15.67,0.568,2.59,169,4,0.432,10.81,1,1
118,2016,15.03,0.341,2.63,134,3,0.659,11.18,0,1
118,2017,12.58,0.564,1.51,144,4,0.497,6.29,1,0
118,2018,11.61,0.472,1.4,25,1,0.546,7.63,1,0
118,2019,16.77,0.648,2.39,196,2,0.475,14.13,1,0
118,2020,15.16,0.678,2.62,72,3,0.346,9.63,0,1
118,2021,14.32,0.888,1.94,130,3,0.029,11.95,0,0
118,2022,13.88,0.587,1.96,47,2,0.366,12.25,1,0
118,2023,15.01,0.549,2.78,186,2,0.512,10.79,1,0
119,2010,16.67,0.529,2.78,104,2,0.309,12.03,1,0
119,2011,13.94,0.447,2.43,127,3,0.418,5.77,1,1
119,2012,16.43,0.551,2.89,194,2,0.45,9.54,1,1
119,2013,12.0,0.456,1.91,97,2,0.639,3.84,1,0
119,2014,11.76,0.525,2.32,144,2,0.605,6.51,0,0
119,2015,15.52,0.698,3.32,133,3,0.281,8.91,0,0
119,2016,15.09,0.349,2.53,165,2,0.757,8.67,1,0
119,2017,15.94,0.671,2.56,196,4,0.336,10.08,1,0
119,2018,17.59,0.698,3.65,120,2,0.149,9.96,0,0
119,2019,13.89,0.482,1.8,119,4,0.517,10.27,0,0
119,2020,12.89,0.182,2.9,146,3,0.756,10.35,1,0
119,2021,15.7,0.409,3.33,123,2,0.683,10.67,1,0
119,2022,13.55,0.695,2.34,97,2,0.303,8.08,1,0
119,2023,16.7,0.497,2.93,146,3,0.376,8.55,1,0
120,2010,12.62,0.35,2.01,13,3,0.5,9.93,0,0
120,2011,13.36,0.424,2.16,77,3,0.574,9.96,1,0
120,2012,14.35,0.626,2.69,30,1,0.132,7.84,0,0
120,2013,15.63,0.582,2.9,181,4,0.366,12.16,1,0
120,2014,17.32,0.464,3.06,110,4,0.559,11.45,0,1
120,2015,13.93,0.445,3.28,149,3,0.449,8.28,1,0
120,2016,13.21,0.441,2.47,72,3,0.658,9.58,1,0
120,2017,15.13,0.362,3.1,192,3,0.757,14.02,1,0
120,2018,15.5,0.742,2.33,114,2,0.156,10.32,0,0
120,2019,16.58,0.452,2.95,135,1,0.519,10.79,1,0
120,2020,14.0,0.683,2.6,29,3,0.417,8.78,1,0
120,2021,14.6,0.728,2.72,25,4,0.272,9.37,1,0
120,2022,17.53,0.65,2.71,144,1,0.211,13.02,1,1
120,2023,11.5,0.435,1.7,58,3,0.55,10.23,0,0
121,2010,12.05,0.561,1.94,5,4,0.354,9.86,1,0
121,2011,15.05,0.496,2.55,132,2,0.614,10.02,0,0
121,2012,12.56,0.364,1.66,5,2,0.696,15.09,0,0
121,2013,14.63,0.549,2.92,177,3,0.42,10.08,0,0
121,2014,13.33,0.323,2.94,178,2,0.691,8.34,0,0
121,2015,18.47,0.678,2.66,180,2,0.191,8.69,1,0
121,2016,13.84,0.43,1.94,139,2,0.494,11.56,1,0
121,2017,15.56,0.53,3.19,14,2,0.625,7.14,1,1
121,2018,15.64,0.542,3.52,147,4,0.463,10.9,1,0
121,2019,12.96,0.461,2.57,44,3,0.632,8.55,1,0
121,2020,12.72,0.588,2.76,143,3,0.435,6.28,0,0
121,2021,13.04,0.429,2.6,188,3,0.703,8.04,1,0
121,2022,16.79,0.631,2.77,178,4,0.169,10.06,1,0
121,2023,13.32,0.298,2.44,49,2,0.683,12.79,1,1
122,2010,12.76,0.519,2.48,91,2,0.646,11.83,1,0
122,2011,17.85,0.791,2.95,145,4,0.305,9.41,1,1
122,2012,13.9,0.35,3.67,31,4,0.783,11.94,1,0
122,2013,11.94,0.398,1.8,54,2,0.601,9.29,0,1
122,2014,11.13,0.577,2.45,65,2,0.369,7.07,1,0
122,2015,10.62,0.527,1.91,17,3,0.37,10.04,0,0
122,2016,15.18,0.553,3.3,144,1,0.338,6.99,1,0
122,2017,14.37,0.573,2.21,161,3,0.507,11.58,1,0
122,2018,14.32,0.595,1.78,89,1,0.456,11.61,1,0
122,2019,13.53,0.666,2.82,88,1,0.327,8.24,1,0
122,2020,14.43,0.561,3.37,24,3,0.489,10.29,1,0
122,2021,13.02,0.464,2.83,35,4,0.55,10.27,0,0
122,2022,13.15,0.601,2.6,12,3,0.495,11.74,0,0
122,2023,13.92,0.785,2.7,28,2,0.31,7.51,0,0
123,2010,14.91,0.48,3.21,171,4,0.413,11.2,1,0
123,2011,11.4,0.354,2.06,37,3,0.674,7.37,1,0
123,2012,15.9,0.666,2.44,46,2,0.167,11.55,1,0
123,2013,13.58,0.482,2.27,147,2,0.531,12.13,1,0
123,2014,12.09,0.174,1.92,197,2,0.886,8.66,1,0
123,2015,17.33,0.627,2.34,164,3,0.242,12.44,1,1
123,2016,14.34,0.42,3.05,143,3,0.539,6.85,1,0
123,2017,14.75,0.486,2.78,98,2,0.515,12.2,1,0
123,2018,15.63,0.55,2.82,41,2,0.474,12.88,0,0
123,2019,17.59,0.529,2.57,151,2,0.444,10.69,0,1
123,2020,15.75,0.606,2.76,183,3,0.276,9.61,0,0
123,2021,12.72,0.435,2.1,38,1,0.56,10.62,1,0
123,2022,14.8,0.577,2.35,192,2,0.258,8.79,1,0
123,2023,14.78,0.461,2.6,57,4,0.516,15.25,1,1
124,2010,14.46,0.611,2.64,144,3,0.345,8.83,1,1
124,2011,15.05,0.592,2.66,194,1,0.394,12.63,1,0
124,2012,12.88,0.36,2.43,100,3,0.584,8.52,1,0
124,2013,17.53,0.663,2.31,198,1,0.186,13.19,1,1
124,2014,18.61,0.42,4.08,109,3,0.544,14.02,1,0
124,2015,12.1,0.621,2.95,52,3,0.472,10.77,1,0
124,2016,13.24,0.555,2.71,44,3,0.571,10.57,0,0
124,2017,14.39,0.776,2.38,156,3,0.468,8.09,0,0
124,2018,13.98,0.466,2.27,182,1,0.703,7.85,1,0
124,2019,13.37,0.448,2.43,92,3,0.433,10.6,0,0
124,2020,14.75,0.497,2.65,47,2,0.462,12.92,1,0
124,2021,12.37,0.455,1.56,21,2,0.543,8.9,1,1
124,2022,16.21,0.62,1.72,106,4,0.371,14.42,1,1
124,2023,12.53,0.258,2.18,187,3,0.749,8.78,1,0
125,2010,15.55,0.342,2.6,166,4,0.899,10.46,1,0
125,2011,13.35,0.34,2.38,115,1,0.552,10.46,0,0
125,2012,15.59,0.643,3.24,74,3,0.286,9.8,1,0
125,2013,11.27,0.757,1.76,64,1,0.408,5.91,1,0
125,2014,12.85,0.484,2.12,183,3,0.454,8.76,0,0
125,2015,15.62,0.475,3.26,81,1,0.565,10.4,0,0
125,2016,10.54,0.511,2.57,39,2,0.593,9.81,1,0
125,2017,17.49,0.674,2.94,166,2,0.374,11.27,1,1
125,2018,14.88,0.361,3.53,20,3,0.658,11.51,0,1
125,2019,14.08,0.536,2.15,150,2,0.558,9.52,1,0
125,2020,13.69,0.646,2.45,42,4,0.264,8.08,1,0
125,2021,17.22,0.575,2.36,175,2,0.375,13.1,1,0
125,2022,10.96,0.528,1.52,36,1,0.525,7.29,1,0
125,2023,14.57,0.65,2.34,11,2,0.143,8.81,1,1
126,2010,12.14,0.095,2.94,50,4,1.0,8.3,1,0
126,2011,18.71,0.602,2.77,193,2,0.429,11.49,1,1
126,2012,14.39,0.402,2.81,22,2,0.613,12.63,1,0
126,2013,13.08,0.225,2.31,75,3,0.612,9.65,1,0
126,2014,13.26,0.577,2.17,44,2,0.295,10.46,1,0
126,2015,16.11,0.706,3.13,92,3,0.254,10.86,1,0
126,2016,15.5,0.479,2.25,82,2,0.601,13.61,1,0
126,2017,14.88,0.643,2.65,182,3,0.149,6.45,0,0
126,2018,14.22,0.742,2.58,9,2,0.337,11.49,1,0
126,2019,17.02,0.697,3.23,186,3,0.267,10.75,1,0
126,2020,16.47,0.746,2.99,90,3,0.232,9.26,1,0
126,2021,16.71,0.611,1.85,190,3,0.414,10.65,1,1
126,2022,11.22,0.511,1.91,26,3,0.516,11.48,0,0
126,2023,13.62,0.26,2.79,78,4,0.669,11.17,1,0
127,2010,14.12,0.463,2.47,94,2,0.599,14.32,0,0
127,2011,13.08,0.374,2.27,83,2,0.395,10.25,1,0
127,2012,18.28,0.826,3.01,170,3,0.129,10.05,1,0
127,2013,13.11,0.474,2.59,123,3,0.542,9.64,0,0
127,2014,14.02,0.518,2.53,181,1,0.447,11.11,0,0
127,2015,14.61,0.583,2.89,133,3,0.235,9.94,1,0
127,2016,13.0,0.507,2.31,82,2,0.569,10.03,1,0
127,2017,14.62,0.754,3.28,40,3,0.121,10.04,0,0
127,2018,11.75,0.407,2.11,99,4,0.587,9.73,1,0
127,2019,12.42,0.529,2.83,32,3,0.486,8.78,1,0
127,2020,14.9,0.389,3.22,102,1,0.613,10.84,1,1
127,2021,9.45,0.302,1.81,39,3,0.815,9.43,0,0
127,2022,14.23,0.408,2.33,192,3,0.586,11.23,0,0
127,2023,12.26,0.494,3.07,66,2,0.548,10.22,1,0
128,2010,13.28,0.436,3.08,91,3,0.559,9.23,1,0
128,2011,14.6,0.396,2.41,178,4,0.665,13.13,1,0
128,2012,13.07,0.289,2.13,112,2,0.85,9.8,1,0
128,2013,14.79,0.488,2.98,129,2,0.526,11.25,1,0
128,2014,13.31,0.274,3.09,83,2,0.804,8.6,0,1
128,2015,12.14,0.614,1.92,129,3,0.532,5.95,1,0
128,2016,9.62,0.512,1.9,65,4,0.623,8.87,0,0
128,2017,13.25,0.281,2.61,197,3,0.68,5.73,1,0
128,2018,13.56,0.454,2.81,30,2,0.65,9.53,1,0
128,2019,16.48,0.387,2.35,167,3,0.638,12.94,1,1
128,2020,15.85,0.548,2.84,61,3,0.564,8.19,1,0
128,2021,12.5,0.701,2.14,195,3,0.356,5.79,1,0
128,2022,9.97,0.219,1.44,136,2,0.809,13.0,0,0
128,2023,14.01,0.517,2.29,46,3,0.526,9.05,0,1
129,2010,14.05,0.476,2.53,177,3,0.55,9.97,1,0
129,2011,14.19,0.601,2.36,171,1,0.429,11.58,1,0
129,2012,14.07,0.532,1.92,197,3,0.452,11.05,1,0
129,2013,10.97,0.387,1.59,26,4,0.588,11.5,1,0
129,2014,15.47,0.452,2.24,143,2,0.724,11.8,1,0
129,2015,15.63,0.381,2.95,169,4,0.667,6.51,1,0
129,2016,12.57,0.661,3.13,94,1,0.281,7.17,0,0
129,2017,14.77,0.503,3.09,183,3,0.469,12.34,1,0
129,2018,13.94,0.785,2.09,62,2,0.32,8.44,1,1
129,2019,11.0,0.491,1.92,11,2,0.435,8.65,1,0
129,2020,13.95,0.394,2.75,140,3,0.458,7.47,1,1
129,2021,12.49,0.273,2.82,55,3,0.586,9.19,1,0
129,2022,12.94,0.23,2.7,155,3,0.598,9.3,1,0
129,2023,9.34,0.262,1.49,94,3,0.608,8.13,1,0
130,2010,13.2,0.54,2.07,112,3,0.342,7.89,1,1
130,2011,15.9,0.576,2.49,13,4,0.562,10.64,1,1
130,2012,14.08,0.263,2.74,178,3,0.733,8.38,1,1
130,2013,13.22,0.634,2.88,42,2,0.329,8.79,0,0
130,2014,12.3,0.428,2.57,115,2,0.428,5.63,1,1
130,2015,13.51,0.522,2.67,17,2,0.464,13.88,0,0
130,2016,16.01,0.742,2.54,11,3,0.084,11.88,1,0
130,2017,15.74,0.635,2.84,143,1,0.329,9.01,1,0
130,2018,13.96,0.46,2.66,182,2,0.747,8.2,0,0
130,2019,12.71,0.366,2.53,71,2,0.7,10.02,1,1
130,2020,10.9,0.177,2.37,45,3,0.802,9.97,0,1
130,2021,13.61,0.392,2.54,161,2,0.678,7.45,0,0
130,2022,13.55,0.468,2.74,169,2,0.48,4.9,0,0
130,2023,13.68,0.352,2.63,188,3,0.568,8.95,1,0
131,2010,12.21,0.48,2.69,20,3,0.69,6.87,0,0
131,2011,12.92,0.512,3.17,48,2,0.374,10.34,0,0
131,2012,11.75,0.466,2.63,54,3,0.498,10.36,0,0
131,2013,10.39,0.402,2.18,138,1,0.628,8.05,0,0
131,2014,13.49,0.525,2.94,22,4,0.381,8.93,0,0
131,2015,14.71,0.566,1.82,151,2,0.499,13.53,1,0
131,2016,11.68,0.336,1.96,55,4,0.633,11.55,1,0
131,2017,14.86,0.712,2.67,198,4,0.355,9.1,1,0
131,2018,17.51,0.485,2.76,7,3,0.573,14.58,0,1
131,2019,11.83,0.503,1.88,93,1,0.473,7.61,1,0
131,2020,15.33,0.606,2.31,58,3,0.565,8.37,1,1
131,2021,12.92,0.535,2.2,53,1,0.398,9.78,1,0
131,2022,11.73,0.643,2.26,32,4,0.492,6.94,1,0
131,2023,17.05,0.543,2.97,42,3,0.574,13.58,0,1
132,2010,13.69,0.408,2.85,32,4,0.769,10.37,1,0
132,2011,12.83,0.554,2.49,36,3,0.463,8.42,1,0
132,2012,13.49,0.328,2.23,45,3,0.593,10.9,1,0
132,2013,14.41,0.516,1.83,40,3,0.691,10.29,1,0
132,2014,14.01,0.495,3.21,107,2,0.472,9.39,1,0
132,2015,14.55,0.469,2.8,40,3,0.45,7.58,1,1
132,2016,12.0,0.481,2.15,111,3,0.5,7.13,1,0
132,2017,13.75,0.218,2.86,130,4,0.684,14.37,1,0
132,2018,11.32,0.418,2.46,91,3,0.635,7.29,1,0
132,2019,15.54,0.514,2.36,70,4,0.426,13.4,0,0
132,2020,12.34,0.524,2.72,142,4,0.447,8.31,1,0
132,2021,12.95,0.346,2.13,74,3,0.751,11.58,1,0
132,2022,13.6,0.69,2.33,83,2,0.373,10.93,1,0
132,2023,15.33,0.37,2.56,97,3,0.631,11.33,1,0
133,2010,16.38,0.645,2.25,195,3,0.372,11.46,1,1
133,2011,13.2,0.564,2.83,96,1,0.437,6.78,1,0
133,2012,15.18,0.403,3.43,26,2,0.554,8.65,1,0
133,2013,13.31,0.766,2.12,24,4,0.233,7.26,0,0
133,2014,11.05,0.321,1.67,37,1,0.728,10.38,0,0
133,2015,13.45,0.638,1.5,147,3,0.35,7.35,1,0
133,2016,12.42,0.65,2.42,139,4,0.392,6.04,1,0
133,2017,14.16,0.399,2.17,94,3,0.517,9.53,0,1
133,2018,13.09,0.709,2.6,54,3,0.231,5.58,1,0
133,2019,13.46,0.462,2.57,14,3,0.464,10.52,1,0
133,2020,12.44,0.543,1.7,83,3,0.4,7.48,1,0
133,2021,9.62,0.539,1.59,41,1,0.59,8.32,0,0
133,2022,13.28,0.48,2.65,63,4,0.593,5.44,0,1
133,2023,14.9,0.622,2.57,92,3,0.271,13.3,0,0
134,2010,13.1,0.619,2.29,108,3,0.425,7.07,1,1
134,2011,10.08,0.238,1.67,67,3,0.723,9.27,0,0
134,2012,14.61,0.696,2.74,25,1,0.236,6.42,1,1
134,2013,13.93,0.251,3.14,108,4,0.601,8.33,1,0
134,2014,14.23,0.655,2.64,83,3,0.442,13.5,1,1
134,2015,14.21,0.669,2.08,41,2,0.195,10.59,1,0
134,2016,11.52,0.336,2.52,49,4,0.658,8.55,1,0
134,2017,13.36,0.438,1.82,146,3,0.467,9.93,0,0
134,2018,12.69,0.334,3.03,47,3,0.743,8.88,1,0
134,2019,13.03,0.468,2.54,120,3,0.499,9.82,0,0
134,2020,13.08,0.454,1.62,89,2,0.533,11.49,0,1
134,2021,14.14,0.617,2.35,88,3,0.373,9.34,1,0
134,2022,16.21,0.697,2.73,165,1,0.334,10.44,0,0
134,2023,12.87,0.709,2.33,7,3,0.292,10.47,1,0
135,2010,12.67,0.416,2.36,108,3,0.58,9.35,1,0
135,2011,14.92,0.469,1.89,91,4,0.48,8.53,1,1
135,2012,12.81,0.247,2.78,176,3,0.595,8.95,0,0
135,2013,15.02,0.379,2.18,115,2,0.509,11.4,1,1
135,2014,11.36,0.645,1.42,91,4,0.427,11.56,0,0
135,2015,11.8,0.742,2.31,95,3,0.227,7.72,0,0
135,2016,13.09,0.315,2.99,39,3,0.619,9.48,1,1
135,2017,12.72,0.411,2.31,157,2,0.448,8.49,1,0
135,2018,16.9,0.496,3.37,100,4,0.332,11.6,1,0
135,2019,14.69,0.542,2.71,90,4,0.388,9.06,0,0
135,2020,13.01,0.379,2.67,140,3,0.71,14.4,1,0
135,2021,13.37,0.564,2.44,120,4,0.381,10.44,0,0
135,2022,15.61,0.429,2.47,194,2,0.611,12.36,1,0
135,2023,12.95,0.498,2.37,150,4,0.442,7.97,0,0
136,2010,15.28,0.582,2.35,96,3,0.482,10.02,1,0
136,2011,17.07,0.501,2.77,160,2,0.464,11.23,1,1
136,2012,12.52,0.435,2.03,144,3,0.442,7.93,1,0
136,2013,14.41,0.484,1.96,196,3,0.49,10.04,0,1
136,2014,12.11,0.487,1.94,6,2,0.697,12.1,1,0
136,2015,14.52,0.444,3.52,191,1,0.734,9.35,1,0
136,2016,16.17,0.461,2.77,169,2,0.587,8.3,1,1
136,2017,16.81,0.74,2.65,128,2,0.246,13.61,0,0
136,2018,13.35,0.584,1.97,8,2,0.446,7.66,1,1
136,2019,14.5,0.456,2.81,173,2,0.576,10.31,0,0
136,2020,13.02,0.605,2.44,177,2,0.391,8.58,0,0
136,2021,13.14,0.45,2.61,113,4,0.594,8.13,0,0
136,2022,14.08,0.676,2.01,115,3,0.345,11.48,0,0
136,2023,16.67,0.555,2.58,38,2,0.413,9.59,1,1
137,2010,12.45,0.484,2.29,91,4,0.397,10.81,1,0
137,2011,10.7,0.567,2.12,17,3,0.387,5.49,1,0
137,2012,10.79,0.264,2.87,11,3,0.816,11.01,1,0
137,2013,10.47,0.331,1.73,36,3,0.666,8.56,1,0
137,2014,9.62,0.321,2.78,27,3,0.709,6.24,1,0
137,2015,17.55,0.521,2.84,181,2,0.45,13.77,1,0
137,2016,15.56,0.76,2.06,51,2,0.134,11.2,1,0
137,2017,15.52,0.835,2.09,169,3,0.141,10.45,1,0
137,2018,16.0,0.596,2.39,180,3,0.302,12.5,1,1
137,2019,12.01,0.575,2.64,33,3,0.316,10.5,0,0
137,2020,11.55,0.23,2.42,169,2,0.891,8.4,1,0
137,2021,13.04,0.419,2.72,27,3,0.539,9.65,0,0
137,2022,12.86,0.382,3.38,42,3,0.544,8.64,1,0
137,2023,14.5,0.407,2.25,131,4,0.755,9.0,1,0
138,2010,12.39,0.475,1.64,48,2,0.607,7.48,1,0
138,2011,12.6,0.429,2.91,9,4,0.534,8.06,1,0
138,2012,14.36,0.203,3.34,184,4,0.84,11.79,1,0
138,2013,13.72,0.612,2.7,44,3,0.364,10.66,1,0
138,2014,13.99,0.339,1.96,143,3,0.592,8.99,1,0
138,2015,12.29,0.536,2.44,82,1,0.512,7.94,1,0
138,2016,16.52,0.811,1.94,110,4,0.156,9.19,1,1
138,2017,12.88,0.362,2.82,134,2,0.645,6.63,1,0
138,2018,12.09,0.12,1.82,167,3,0.982,10.25,1,0
138,2019,13.15,0.457,2.35,177,2,0.634,11.89,0,0
138,2020,14.05,0.665,2.0,53,3,0.28,14.73,0,0
138,2021,16.0,0.794,2.56,127,3,0.255,7.79,1,1
138,2022,12.08,0.316,2.32,39,4,0.572,11.81,1,0
138,2023,15.09,0.575,2.59,110,3,0.471,8.59,1,0
139,2010,12.91,0.43,2.51,76,4,0.585,7.74,1,1
139,2011,11.74,0.484,2.01,164,3,0.554,7.74,0,0
139,2012,17.84,0.897,2.81,113,2,0.074,10.28,1,0
139,2013,13.07,0.275,2.48,129,2,0.934,8.14,1,0
139,2014,14.35,0.538,2.01,75,3,0.372,8.79,1,0
139,2015,12.84,0.57,3.62,43,1,0.527,9.12,1,0
139,2016,15.68,0.663,2.74,180,3,0.234,8.52,1,0
139,2017,13.16,0.515,2.42,95,2,0.536,8.37,1,0
139,2018,11.82,0.546,3.21,41,3,0.511,5.14,0,0
139,2019,17.32,0.441,3.42,192,3,0.564,10.17,1,1
139,2020,13.01,0.54,2.43,85,3,0.41,10.14,0,0
139,2021,13.77,0.449,2.67,136,2,0.566,8.41,1,0
139,2022,15.81,0.593,2.01,27,2,0.433,10.72,0,0
139,2023,15.82,0.445,2.43,146,2,0.734,12.79,1,1
140,2010,13.52,0.557,2.4,9,1,0.356,10.05,1,0
140,2011,17.78,0.496,2.59,198,3,0.449,12.66,1,1
140,2012,17.65,0.669,2.67,114,3,0.36,14.48,1,1
140,2013,15.16,0.492,2.78,156,1,0.482,15.06,1,0
140,2014,9.48,0.234,2.62,22,3,0.756,7.62,1,0
140,2015,12.15,0.689,1.89,31,3,0.418,7.63,1,0
140,2016,11.68,0.364,2.03,28,2,0.354,9.11,1,0
140,2017,9.91,0.402,2.23,33,3,0.538,10.26,0,0
140,2018,17.15,0.411,2.36,143,2,0.415,13.17,0,1
140,2019,16.29,0.706,3.03,150,3,0.174,11.25,0,0
140,2020,11.9,0.18,1.92,127,3,1.0,7.59,1,0
140,2021,13.44,0.971,2.32,132,2,0.089,8.78,1,0
140,2022,17.86,0.658,2.98,116,3,0.437,9.92,1,1
140,2023,12.54,0.533,2.35,121,3,0.458,7.02,1,0
141,2010,15.53,0.492,2.73,136,2,0.584,10.03,1,0
141,2011,13.08,0.543,2.43,37,3,0.281,7.62,1,0
141,2012,13.05,0.578,2.63,46,3,0.526,6.7,1,0
141,2013,15.45,0.597,2.39,164,3,0.321,8.11,0,1
141,2014,15.42,0.583,2.83,183,3,0.364,10.82,1,0
141,2015,12.44,0.513,1.73,129,4,0.537,10.81,1,0
141,2016,12.04,0.47,2.32,8,4,0.561,10.19,1,0
141,2017,13.41,0.477,2.65,24,3,0.531,11.98,1,1
141,2018,14.82,0.471,2.77,199,4,0.393,11.77,0,0
141,2019,14.35,0.67,3.25,72,1,0.34,10.41,0,0
141,2020,13.19,0.589,2.3,194,3,0.507,10.13,1,0
141,2021,14.12,0.059,3.24,62,2,0.888,10.26,1,1
141,2022,14.89,0.598,2.17,179,1,0.533,9.7,0,1
141,2023,13.35,0.529,3.16,84,3,0.384,5.65,0,0
142,2010,16.14,0.497,2.91,191,3,0.503,12.27,0,0
142,2011,12.85,0.442,2.04,138,3,0.712,10.8,1,0
142,2012,13.28,0.669,2.65,99,3,0.263,7.57,1,0
142,2013,17.29,0.642,2.47,172,3,0.463,12.86,1,1
142,2014,11.72,0.384,2.81,155,3,0.813,8.82,1,1
142,2015,14.02,0.561,2.39,184,2,0.456,9.78,0,0
142,2016,12.86,0.354,2.35,8,2,0.593,12.05,0,0
142,2017,16.97,0.293,3.18,169,2,0.63,10.44,1,1
142,2018,15.16,0.406,2.45,174,3,0.724,12.67,1,1
142,2019,11.79,0.629,2.91,48,2,0.498,9.3,1,0
142,2020,12.68,0.643,2.39,129,1,0.502,13.38,1,0
142,2021,14.52,0.577,3.33,46,3,0.42,8.44,0,0
142,2022,13.34,0.609,2.16,33,3,0.495,12.64,1,0
142,2023,16.05,0.577,2.19,151,3,0.418,5.47,1,1
143,2010,12.66,0.404,3.26,164,2,0.508,7.8,0,0
143,2011,13.02,0.565,2.28,48,3,0.548,10.6,0,0
143,2012,16.24,0.62,3.3,59,3,0.543,9.2,1,0
143,2013,15.89,0.613,2.95,84,4,0.285,9.85,0,1
143,2014,13.54,0.678,2.42,137,3,0.218,10.08,1,0
143,2015,15.14,0.606,1.59,117,1,0.398,7.62,1,0
