Startup Name,Founded Year,Country,Industry,Funding Stage,Total Funding ($M),Number of Employees,Annual Revenue ($M),Valuation ($B),Success Score,Acquired?,IPO?,Customer Base (Millions),Tech Stack,Social Media Followers
Startup_1648,2004,UK,AI,Series A,444.0,4267,802.0,36.37,2,No,No,50.0,"PHP, Laravel",1178166
Startup_1649,2015,India,Tech,Seed,174.0,612,182.0,15.01,1,No,Yes,6.0,"Node.js, React",3402992
Startup_1650,2001,Japan,Tech,Seed,313.0,2272,754.0,17.74,4,No,Yes,80.0,"C++, ML",3919435
Startup_1651,2001,India,Logistics,IPO,146.0,1348,923.0,19.54,7,No,No,56.0,"Node.js, React",1081125
Startup_1652,2006,Japan,Energy,Series A,9.0,4315,834.0,16.48,3,Yes,No,85.0,"PHP, Laravel",3958760
Startup_1653,2014,Germany,Healthcare,Series B,464.0,60,785.0,11.41,3,No,Yes,14.0,"PHP, Laravel",4397568
Startup_1654,2015,USA,Gaming,Series B,226.0,4830,32.0,6.24,8,Yes,Yes,42.0,"Python, AI",3287700
Startup_1655,2002,Australia,Energy,Seed,31.0,4550,435.0,47.51,1,Yes,No,16.0,"C++, ML",1734564
Startup_1656,2003,Brazil,E-commerce,Series B,354.0,3304,976.0,2.71,1,Yes,No,62.0,"Python, AI",3585080
Startup_1657,2016,Canada,Tech,IPO,437.0,103,551.0,7.76,6,No,Yes,26.0,"PHP, Laravel",3083070
Startup_1658,2006,China,Healthcare,Series B,268.0,4036,628.0,19.78,2,No,No,72.0,"C++, ML",3268674
Startup_1659,2010,Canada,Logistics,IPO,170.0,4784,927.0,23.01,3,Yes,No,58.0,"C++, ML",2744390
Startup_1660,2013,UK,FoodTech,Seed,413.0,4908,534.0,3.59,1,Yes,Yes,3.0,"Java, Spring",2294855
Startup_1661,2019,Japan,EdTech,Series B,346.0,3706,839.0,48.3,9,No,Yes,33.0,"C++, ML",4261157
Startup_1662,2021,UK,Healthcare,Series B,222.0,3557,28.0,31.44,4,Yes,Yes,18.0,"C++, ML",723071
Startup_1663,2006,Japan,Gaming,IPO,175.0,4826,65.0,3.33,4,Yes,No,35.0,"C++, ML",2763357
Startup_1664,2013,France,EdTech,Seed,322.0,1147,686.0,35.06,3,No,No,46.0,"Python, AI",4489887
Startup_1665,2007,China,FinTech,Series C,85.0,2968,727.0,44.92,8,No,Yes,2.0,"Python, AI",4404591
Startup_1666,2014,France,Gaming,Series C,283.0,1772,82.0,31.37,1,No,Yes,96.0,"PHP, Laravel",3262348
Startup_1667,2015,Brazil,Logistics,Series A,414.0,459,730.0,13.06,6,No,Yes,96.0,"Java, Spring",2297141
Startup_1668,2010,India,E-commerce,Series A,402.0,3301,469.0,16.13,2,No,Yes,87.0,"PHP, Laravel",1344071
Startup_1669,2002,China,Logistics,Series A,80.0,3578,391.0,36.94,7,Yes,No,14.0,"Node.js, React",3148590
Startup_1670,2022,Japan,Tech,Series A,463.0,2645,139.0,4.74,9,Yes,Yes,8.0,"Python, AI",263543
Startup_1671,2016,Brazil,Gaming,Seed,169.0,1817,578.0,37.72,9,No,Yes,32.0,"Node.js, React",1139933
Startup_1672,2014,USA,FoodTech,Series B,484.0,1432,119.0,5.79,9,Yes,No,57.0,"Python, AI",3861613
Startup_1673,2005,USA,Gaming,Series C,362.0,983,757.0,17.2,4,No,Yes,59.0,"Python, AI",2102581
Startup_1674,2017,Japan,AI,Series B,89.0,3248,907.0,5.77,5,No,No,57.0,"Node.js, React",3041259
Startup_1675,2003,China,Tech,Series B,133.0,2923,797.0,33.29,3,Yes,Yes,51.0,"Java, Spring",3829262
Startup_1676,2007,Australia,Logistics,IPO,185.0,493,607.0,34.72,5,Yes,Yes,49.0,"Node.js, React",4487107
Startup_1677,2021,India,E-commerce,Seed,264.0,1555,227.0,6.24,4,Yes,No,24.0,"Java, Spring",2949269
Startup_1678,2019,Germany,EdTech,Series B,429.0,2059,361.0,36.93,9,Yes,No,98.0,"Node.js, React",51234
Startup_1679,2009,Brazil,Energy,Series B,252.0,4725,758.0,15.46,6,No,Yes,76.0,"C++, ML",1353879
Startup_1680,2022,France,FoodTech,Series C,192.0,3917,974.0,3.89,1,Yes,Yes,67.0,"PHP, Laravel",2250560
Startup_1681,2003,India,Gaming,Seed,324.0,4453,912.0,40.69,2,No,Yes,55.0,"Java, Spring",2968925
Startup_1682,2022,China,EdTech,Series A,411.0,4651,216.0,47.48,3,Yes,Yes,24.0,"Java, Spring",434757
Startup_1683,2004,India,EdTech,IPO,282.0,4629,839.0,1.94,8,No,No,88.0,"Node.js, React",1625755
Startup_1684,2016,India,Healthcare,Series C,362.0,71,34.0,16.18,4,Yes,No,41.0,"Python, AI",2141615
Startup_1685,2017,India,AI,IPO,259.0,3055,193.0,4.52,6,No,Yes,18.0,"Python, AI",673332
Startup_1686,2010,Japan,Energy,Seed,421.0,3526,853.0,41.55,5,Yes,No,3.0,"Java, Spring",3369425
Startup_1687,2019,India,Tech,Series C,481.0,4001,390.0,47.72,3,Yes,No,94.0,"Java, Spring",3060078
Startup_1688,2013,France,Energy,IPO,447.0,3966,862.0,43.84,6,No,Yes,21.0,"Java, Spring",1625600
Startup_1689,2013,India,Gaming,Series C,209.0,126,806.0,0.46,3,No,No,77.0,"PHP, Laravel",476591
Startup_1690,2005,USA,FoodTech,Series C,54.0,3426,908.0,16.06,2,Yes,No,82.0,"PHP, Laravel",4297751
Startup_1691,2000,USA,Energy,Seed,153.0,4585,888.0,19.05,9,Yes,No,4.0,"Python, AI",3662513
Startup_1692,2000,India,AI,Series B,253.0,4252,933.0,47.25,8,No,No,70.0,"Java, Spring",3851172
Startup_1693,2006,USA,E-commerce,Seed,322.0,1885,736.0,29.65,2,Yes,Yes,35.0,"PHP, Laravel",2637890
Startup_1694,2014,USA,E-commerce,IPO,348.0,110,467.0,13.25,6,No,Yes,56.0,"Node.js, React",3163704
Startup_1695,2004,India,Gaming,Series B,151.0,1405,242.0,47.7,4,No,Yes,47.0,"Node.js, React",2519985
Startup_1696,2001,Brazil,Logistics,Series B,100.0,2768,908.0,38.1,2,Yes,Yes,44.0,"PHP, Laravel",2924892
Startup_1697,2006,Brazil,EdTech,Series A,391.0,1957,406.0,10.09,1,Yes,No,35.0,"Node.js, React",3244974
Startup_1698,2012,USA,Healthcare,Series A,499.0,1433,713.0,48.51,8,Yes,No,77.0,"Python, AI",3884083
Startup_1699,2000,UK,AI,Series B,200.0,3239,981.0,42.39,4,Yes,No,18.0,"Java, Spring",200795
Startup_1700,2012,UK,Tech,Series C,181.0,102,790.0,5.58,8,Yes,Yes,93.0,"PHP, Laravel",4691490
Startup_1701,2000,USA,Healthcare,IPO,484.0,2263,900.0,43.69,5,No,Yes,85.0,"Node.js, React",4849282
Startup_1702,2021,France,Energy,IPO,278.0,1671,734.0,20.95,5,No,No,25.0,"C++, ML",3275168
Startup_1703,2005,Canada,Gaming,Series B,202.0,4224,856.0,47.05,8,Yes,Yes,47.0,"Java, Spring",847101
Startup_1704,2011,Germany,Tech,Series B,485.0,2097,203.0,13.14,2,No,Yes,11.0,"Node.js, React",658405
Startup_1705,2002,China,Logistics,IPO,441.0,4110,19.0,13.27,7,Yes,Yes,61.0,"Python, AI",4186788
Startup_1706,2004,India,Tech,Series C,332.0,101,424.0,23.26,8,Yes,No,11.0,"C++, ML",3891057
Startup_1707,2004,UK,FinTech,Series B,245.0,123,479.0,40.16,8,Yes,No,17.0,"C++, ML",2548772
Startup_1708,2021,Brazil,AI,Series A,311.0,2038,780.0,18.38,2,Yes,No,79.0,"C++, ML",3551764
Startup_1709,2013,Germany,FoodTech,IPO,271.0,2105,632.0,40.41,4,No,No,31.0,"Python, AI",2759940
Startup_1710,2003,Brazil,EdTech,Series B,451.0,434,502.0,8.66,8,No,No,57.0,"C++, ML",3496875
Startup_1711,2003,UK,FinTech,IPO,165.0,3080,726.0,21.3,3,No,Yes,92.0,"Python, AI",4762017
Startup_1712,2014,Canada,Healthcare,Series B,9.0,1545,917.0,47.99,8,No,Yes,39.0,"PHP, Laravel",4745618
Startup_1713,2001,USA,Tech,Series A,138.0,641,593.0,28.99,1,Yes,No,41.0,"C++, ML",1489155
Startup_1714,2017,China,E-commerce,Series C,379.0,2580,621.0,8.14,2,Yes,No,74.0,"Python, AI",4715445
Startup_1715,2019,UK,Energy,Series B,472.0,3898,138.0,9.8,8,Yes,No,28.0,"C++, ML",3233987
Startup_1716,2012,Australia,Energy,Series A,218.0,2580,801.0,34.57,1,Yes,Yes,74.0,"Python, AI",2860433
Startup_1717,2004,USA,Logistics,IPO,271.0,1644,822.0,42.04,9,No,No,92.0,"PHP, Laravel",3350133
Startup_1718,2012,Japan,Gaming,Series A,187.0,1815,297.0,34.18,4,No,No,62.0,"Node.js, React",2311623
Startup_1719,2001,Japan,EdTech,Series B,22.0,3496,676.0,20.2,4,Yes,No,56.0,"PHP, Laravel",216258
Startup_1720,2003,UK,Tech,Series B,214.0,4281,315.0,42.32,7,No,No,57.0,"C++, ML",4047761
Startup_1721,2010,China,Tech,Series A,15.0,4194,188.0,6.99,7,Yes,No,34.0,"PHP, Laravel",2297048
Startup_1722,2014,France,EdTech,Seed,466.0,444,629.0,31.69,4,Yes,Yes,12.0,"Node.js, React",2602161
Startup_1723,2000,USA,Gaming,Series C,476.0,216,306.0,40.3,8,No,No,89.0,"Node.js, React",4972490
Startup_1724,2011,France,Tech,Series A,43.0,1693,289.0,38.22,2,Yes,No,16.0,"Java, Spring",298021
Startup_1725,2000,China,Energy,Series C,20.0,2495,516.0,6.45,4,No,No,35.0,"Java, Spring",3715592
Startup_1726,2007,Brazil,FinTech,Series B,228.0,646,969.0,28.47,6,Yes,No,78.0,"Node.js, React",4453686
Startup_1727,2003,Japan,FoodTech,Seed,96.0,2117,176.0,35.96,5,Yes,No,86.0,"C++, ML",4756833
Startup_1728,2009,France,AI,Series C,25.0,4324,271.0,43.34,2,Yes,No,87.0,"Node.js, React",4012011
Startup_1729,2014,Australia,EdTech,Seed,316.0,3725,252.0,27.21,4,Yes,No,23.0,"C++, ML",1436800
Startup_1730,2001,France,Gaming,Series B,424.0,2130,245.0,18.77,6,Yes,Yes,46.0,"Java, Spring",2415353
Startup_1731,2010,India,E-commerce,Series B,166.0,2046,804.0,23.9,4,No,No,55.0,"Java, Spring",188547
Startup_1732,2009,Brazil,FoodTech,Series B,348.0,2069,925.0,6.71,2,No,No,81.0,"C++, ML",535565
Startup_1733,2019,Brazil,Gaming,IPO,177.0,4834,296.0,1.95,4,Yes,No,77.0,"Java, Spring",904731
Startup_1734,2018,India,AI,Series C,446.0,4577,115.0,10.05,1,Yes,No,87.0,"Java, Spring",4367116
Startup_1735,2006,Japan,AI,Series B,212.0,3317,845.0,33.33,2,No,Yes,60.0,"Java, Spring",1834418
Startup_1736,2011,India,Healthcare,IPO,181.0,2480,106.0,14.77,9,Yes,No,55.0,"Python, AI",2842724
Startup_1737,2021,France,E-commerce,IPO,271.0,450,450.0,37.24,5,Yes,No,5.0,"Node.js, React",2661423
Startup_1738,2020,Germany,E-commerce,Seed,349.0,4339,289.0,8.61,4,Yes,No,6.0,"Java, Spring",4975867
Startup_1739,2001,Canada,Healthcare,Series B,164.0,3841,501.0,7.12,2,Yes,Yes,68.0,"C++, ML",1384380
Startup_1740,2012,USA,FoodTech,Seed,387.0,4890,505.0,36.14,5,No,Yes,6.0,"C++, ML",827136
Startup_1741,2003,Brazil,Logistics,Series B,119.0,1934,994.0,0.34,1,No,No,8.0,"Python, AI",564438
Startup_1742,2013,India,Energy,IPO,419.0,4907,242.0,12.97,8,No,No,18.0,"C++, ML",94471
Startup_1743,2017,Australia,E-commerce,Series A,443.0,2040,834.0,32.21,3,No,No,35.0,"Java, Spring",194747
Startup_1744,2015,Brazil,Healthcare,Series C,400.0,1694,474.0,16.96,5,No,Yes,21.0,"Python, AI",3068546
Startup_1745,2022,Canada,AI,IPO,120.0,3620,735.0,37.06,2,Yes,No,45.0,"C++, ML",2737074
Startup_1746,2012,Australia,FoodTech,IPO,354.0,3401,723.0,49.75,7,No,No,38.0,"Python, AI",2257355
Startup_1747,2016,Australia,Healthcare,Seed,67.0,2896,945.0,41.72,6,No,Yes,8.0,"Node.js, React",2245532
Startup_1748,2010,Brazil,E-commerce,Series A,189.0,1616,99.0,33.8,6,Yes,Yes,20.0,"PHP, Laravel",4384254
Startup_1749,2011,USA,EdTech,Series B,457.0,2330,218.0,13.21,2,No,Yes,96.0,"Python, AI",1504748
Startup_1750,2019,UK,Logistics,Series B,492.0,2110,477.0,20.26,1,No,No,88.0,"Node.js, React",4823587
Startup_1751,2005,UK,FinTech,Series A,288.0,4753,130.0,46.46,9,No,No,17.0,"Python, AI",4686003
Startup_1752,2016,China,Energy,Series A,321.0,4145,768.0,20.38,6,No,No,5.0,"PHP, Laravel",2416908
Startup_1753,2020,France,FinTech,Series C,261.0,1910,875.0,28.37,1,Yes,No,93.0,"PHP, Laravel",191592
Startup_1754,2019,USA,FinTech,Series A,322.0,660,676.0,36.1,5,Yes,Yes,39.0,"Java, Spring",4865974
Startup_1755,2002,China,Energy,Series B,475.0,3567,790.0,26.28,4,Yes,Yes,58.0,"Node.js, React",687449
Startup_1756,2013,USA,AI,Series B,345.0,1300,228.0,35.36,5,Yes,No,71.0,"Node.js, React",3777717
Startup_1757,2002,UK,Tech,IPO,88.0,994,308.0,13.09,6,No,No,91.0,"Java, Spring",3597021
Startup_1758,2002,UK,FinTech,IPO,120.0,321,781.0,32.21,3,No,No,14.0,"C++, ML",667351
Startup_1759,2013,China,Logistics,Seed,414.0,4806,53.0,43.89,9,No,Yes,12.0,"PHP, Laravel",241262
Startup_1760,2012,USA,EdTech,Series B,187.0,4712,528.0,4.61,9,Yes,No,51.0,"Python, AI",2981115
Startup_1761,2015,Australia,EdTech,Seed,182.0,4167,854.0,41.21,1,No,Yes,72.0,"PHP, Laravel",1486049
Startup_1762,2019,UK,FinTech,Series B,162.0,726,705.0,20.11,4,No,Yes,89.0,"Python, AI",4406655
Startup_1763,2020,Canada,Logistics,Series C,377.0,1775,462.0,39.36,5,Yes,No,87.0,"Java, Spring",4108909
Startup_1764,2005,China,FinTech,IPO,389.0,2805,209.0,33.0,4,No,Yes,20.0,"Node.js, React",3890201
Startup_1765,2002,Canada,Energy,IPO,396.0,4760,160.0,23.1,1,Yes,Yes,26.0,"C++, ML",4879167
Startup_1766,2020,Germany,E-commerce,Seed,460.0,1324,243.0,43.04,8,No,No,52.0,"Java, Spring",1612292
Startup_1767,2012,UK,Tech,IPO,77.0,33,444.0,48.47,8,Yes,No,90.0,"Node.js, React",4485399
Startup_1768,2004,Japan,Logistics,Seed,127.0,3236,412.0,41.0,1,Yes,No,80.0,"Node.js, React",839123
Startup_1769,2011,France,AI,IPO,8.0,3336,283.0,22.12,9,Yes,No,80.0,"Python, AI",827991
Startup_1770,2021,France,EdTech,Series A,315.0,418,814.0,39.99,8,Yes,No,42.0,"Python, AI",2924620
Startup_1771,2013,Canada,AI,IPO,204.0,2621,465.0,40.67,2,No,Yes,6.0,"Python, AI",4034361
Startup_1772,2011,Canada,AI,IPO,310.0,4831,599.0,22.7,9,No,Yes,59.0,"Java, Spring",3850615
Startup_1773,2008,Australia,Healthcare,Series B,452.0,4665,881.0,9.53,4,Yes,No,59.0,"Node.js, React",2594244
Startup_1774,2008,Brazil,FinTech,Seed,133.0,100,155.0,39.54,3,No,No,56.0,"C++, ML",2346886
Startup_1775,2018,Canada,AI,IPO,461.0,883,879.0,20.17,3,No,Yes,25.0,"Java, Spring",3375381
Startup_1776,2007,Japan,FinTech,Series B,106.0,3415,958.0,20.44,8,No,Yes,51.0,"Node.js, React",1431798
Startup_1777,2010,France,Logistics,IPO,488.0,969,499.0,36.61,5,No,Yes,41.0,"Java, Spring",3281992
Startup_1778,2005,Brazil,Healthcare,Series B,60.0,3918,248.0,34.74,5,No,No,1.0,"PHP, Laravel",4095344
Startup_1779,2002,Japan,Logistics,IPO,401.0,4347,930.0,48.4,4,No,No,81.0,"Node.js, React",541183
Startup_1780,2005,Canada,FoodTech,IPO,313.0,2101,240.0,38.87,1,Yes,Yes,54.0,"PHP, Laravel",1637462
Startup_1781,2000,Brazil,AI,Series B,350.0,3048,766.0,1.4,2,Yes,Yes,4.0,"Java, Spring",2307387
Startup_1782,2018,China,Logistics,Series A,303.0,1015,540.0,11.53,5,No,Yes,32.0,"Java, Spring",4049670
Startup_1783,2020,France,AI,Series C,144.0,931,733.0,15.38,1,Yes,Yes,52.0,"Java, Spring",4222470
Startup_1784,2005,Australia,FinTech,Series A,102.0,833,103.0,47.16,8,No,No,30.0,"Java, Spring",1825206
Startup_1785,2015,India,FoodTech,Series B,96.0,298,791.0,32.36,1,No,No,48.0,"Node.js, React",4230371
Startup_1786,2000,Germany,EdTech,Series C,21.0,1568,92.0,2.2,4,No,Yes,16.0,"Python, AI",3031193
Startup_1787,2019,Germany,FoodTech,Series C,400.0,2630,487.0,46.91,2,Yes,Yes,8.0,"Python, AI",4408193
Startup_1788,2012,France,E-commerce,IPO,18.0,1852,411.0,28.22,6,No,Yes,19.0,"Java, Spring",3663613
Startup_1789,2003,UK,Tech,Seed,403.0,3315,108.0,4.91,6,No,Yes,33.0,"Java, Spring",226905
Startup_1790,2004,UK,Tech,Series C,422.0,3966,148.0,42.04,3,Yes,No,23.0,"Node.js, React",3720615
Startup_1791,2002,Japan,FinTech,IPO,24.0,4329,415.0,20.99,2,No,Yes,90.0,"Node.js, React",4760524
Startup_1792,2004,Japan,E-commerce,Series B,204.0,2426,349.0,7.86,8,No,No,34.0,"Python, AI",4558029
Startup_1793,2011,Germany,Gaming,Series A,408.0,1361,41.0,22.13,3,No,Yes,63.0,"Java, Spring",2072640
Startup_1794,2000,USA,Gaming,Series B,408.0,3457,125.0,0.76,5,No,No,33.0,"Java, Spring",3241177
Startup_1795,2010,Canada,Gaming,IPO,157.0,3460,153.0,44.7,6,No,Yes,14.0,"Java, Spring",2406881
Startup_1796,2009,China,FinTech,Series A,460.0,2301,575.0,15.87,1,Yes,Yes,96.0,"C++, ML",4468568
Startup_1797,2004,Japan,E-commerce,Series A,157.0,1200,743.0,12.77,9,No,No,9.0,"Node.js, React",3605076
Startup_1798,2009,Germany,EdTech,Series B,206.0,4404,628.0,37.26,1,No,No,38.0,"Node.js, React",3087949
Startup_1799,2011,Australia,FinTech,IPO,447.0,173,490.0,9.35,4,Yes,No,79.0,"Java, Spring",2942814
Startup_1800,2013,Canada,E-commerce,Series C,413.0,3326,744.0,0.16,1,Yes,Yes,52.0,"Python, AI",2399707
Startup_1801,2021,Brazil,EdTech,Series B,253.0,1632,717.0,45.31,1,No,Yes,70.0,"C++, ML",534241
Startup_1802,2006,France,E-commerce,Series B,424.0,4578,856.0,31.14,6,No,No,7.0,"Python, AI",3639800
Startup_1803,2004,USA,FoodTech,Series A,147.0,4527,821.0,40.1,6,Yes,Yes,18.0,"PHP, Laravel",2078043
Startup_1804,2016,France,Gaming,Seed,195.0,3350,32.0,23.09,9,Yes,No,27.0,"Java, Spring",1630673
Startup_1805,2013,China,AI,Seed,223.0,4860,285.0,5.89,8,No,No,90.0,"Node.js, React",440061
Startup_1806,2020,Brazil,FinTech,IPO,356.0,2119,915.0,46.04,3,Yes,Yes,89.0,"Node.js, React",3412127
Startup_1807,2003,India,Tech,Series C,77.0,320,459.0,5.53,3,No,Yes,61.0,"Python, AI",2972562
Startup_1808,2002,Japan,Healthcare,Series C,359.0,1327,304.0,35.35,1,No,No,21.0,"C++, ML",1146700
Startup_1809,2008,Australia,FinTech,IPO,219.0,4975,471.0,19.82,6,Yes,No,49.0,"Python, AI",3234604
Startup_1810,2010,Japan,FoodTech,Series C,148.0,3606,853.0,49.21,5,No,Yes,47.0,"PHP, Laravel",2556052
Startup_1811,2009,Brazil,Logistics,Series C,204.0,4373,7.0,10.33,3,No,Yes,47.0,"C++, ML",1080437
Startup_1812,2006,UK,Healthcare,Series C,276.0,4863,775.0,4.18,8,Yes,Yes,7.0,"Node.js, React",664793
Startup_1813,2012,Brazil,E-commerce,Series B,83.0,2081,939.0,40.08,2,No,Yes,13.0,"Java, Spring",4377318
Startup_1814,2003,Japan,E-commerce,Series C,270.0,1362,357.0,31.83,2,Yes,Yes,16.0,"Python, AI",4146697
Startup_1815,2014,UK,Tech,Series B,27.0,4003,412.0,31.29,6,Yes,No,41.0,"Java, Spring",855688
Startup_1816,2015,Australia,AI,IPO,330.0,4510,966.0,36.98,1,Yes,No,94.0,"Java, Spring",3301623
Startup_1817,2004,India,Tech,IPO,311.0,449,482.0,39.63,8,No,No,93.0,"C++, ML",2775116
Startup_1818,2007,Japan,E-commerce,Series A,118.0,1410,527.0,43.2,2,Yes,Yes,98.0,"Java, Spring",2536792
Startup_1819,2009,France,Energy,Series C,79.0,2085,827.0,39.95,6,No,No,30.0,"C++, ML",3144171
Startup_1820,2016,Brazil,FoodTech,Series C,174.0,326,148.0,20.65,2,No,Yes,61.0,"Node.js, React",4659662
Startup_1821,2004,Brazil,Energy,Series B,404.0,2354,517.0,43.24,4,Yes,No,50.0,"PHP, Laravel",2898300
Startup_1822,2004,UK,FinTech,Series B,467.0,4370,966.0,28.77,6,No,Yes,81.0,"Java, Spring",4112850
Startup_1823,2003,USA,Healthcare,Series A,164.0,4812,823.0,33.94,3,No,No,87.0,"C++, ML",2331880
Startup_1824,2001,Germany,EdTech,Series B,37.0,826,532.0,47.77,5,No,No,49.0,"C++, ML",244335
Startup_1825,2010,USA,Gaming,Series A,485.0,2205,747.0,27.75,8,Yes,No,82.0,"Node.js, React",1357985
Startup_1826,2017,Japan,Gaming,Seed,470.0,1468,150.0,39.73,5,No,Yes,37.0,"PHP, Laravel",1794703
Startup_1827,2004,Japan,Energy,Series C,261.0,278,887.0,29.42,3,No,No,72.0,"C++, ML",3340861
Startup_1828,2000,Germany,Logistics,Series A,63.0,1322,681.0,42.57,2,Yes,Yes,4.0,"Node.js, React",884789
Startup_1829,2009,Brazil,Gaming,Series A,253.0,2572,358.0,9.61,2,No,Yes,52.0,"Python, AI",2853961
Startup_1830,2006,China,EdTech,Series C,84.0,666,879.0,47.52,1,No,No,27.0,"PHP, Laravel",1014196
Startup_1831,2006,India,FoodTech,Series B,394.0,4882,65.0,45.19,9,Yes,No,62.0,"Java, Spring",4708821
Startup_1832,2008,Germany,EdTech,Series C,436.0,1059,592.0,23.71,7,No,No,64.0,"Node.js, React",3624460
Startup_1833,2017,USA,FoodTech,Series A,200.0,3946,972.0,46.7,9,Yes,No,92.0,"Node.js, React",3638642
Startup_1834,2020,France,EdTech,Seed,487.0,991,952.0,4.38,8,No,No,55.0,"C++, ML",4038869
Startup_1835,2008,USA,E-commerce,Series A,267.0,4126,378.0,0.58,3,No,No,56.0,"Python, AI",4713461
Startup_1836,2016,China,Healthcare,Series B,324.0,3842,101.0,9.16,9,Yes,No,24.0,"Python, AI",1442399
Startup_1837,2007,China,Tech,Seed,242.0,459,211.0,9.83,9,Yes,Yes,16.0,"Node.js, React",1850983
Startup_1838,2001,China,EdTech,Series B,297.0,4104,606.0,45.39,2,Yes,No,54.0,"PHP, Laravel",2522964
Startup_1839,2020,Japan,EdTech,IPO,139.0,1523,568.0,39.14,2,Yes,No,51.0,"PHP, Laravel",4158882
Startup_1840,2001,UK,AI,Series A,193.0,4167,940.0,18.27,2,Yes,No,70.0,"Node.js, React",4287501
Startup_1841,2002,USA,EdTech,Series B,13.0,4732,248.0,5.75,1,Yes,No,32.0,"Python, AI",2269062
Startup_1842,2017,USA,Logistics,IPO,162.0,2927,813.0,3.14,9,No,Yes,21.0,"Python, AI",724427
Startup_1843,2012,Japan,EdTech,IPO,412.0,2688,141.0,17.94,3,Yes,Yes,51.0,"Java, Spring",2780010
Startup_1844,2005,USA,Tech,IPO,10.0,544,733.0,1.05,4,Yes,No,26.0,"Node.js, React",2299518
Startup_1845,2014,Japan,FinTech,Seed,98.0,4347,411.0,18.74,2,Yes,No,7.0,"Java, Spring",3655290
Startup_1846,2014,USA,Tech,Series C,178.0,4290,254.0,46.73,6,Yes,Yes,33.0,"PHP, Laravel",1930243
Startup_1847,2020,USA,Tech,IPO,463.0,4834,615.0,32.42,5,Yes,Yes,5.0,"Java, Spring",3686251
Startup_1848,2022,India,Logistics,Seed,342.0,1682,514.0,22.34,5,Yes,Yes,19.0,"Java, Spring",4129224
Startup_1849,2010,USA,Logistics,Series C,44.0,4480,886.0,39.36,6,No,No,82.0,"Node.js, React",473069
Startup_1850,2004,Canada,Logistics,IPO,364.0,1861,605.0,38.8,9,No,No,54.0,"Node.js, React",3757087
Startup_1851,2008,Canada,AI,Seed,475.0,3459,778.0,41.08,3,No,No,26.0,"Python, AI",914073
Startup_1852,2000,India,FinTech,IPO,121.0,3723,593.0,42.84,5,No,No,37.0,"PHP, Laravel",3565530
Startup_1853,2006,Canada,Tech,Seed,1.0,39,90.0,40.74,7,No,No,95.0,"C++, ML",2232452
Startup_1854,2004,Germany,Gaming,Series B,147.0,4696,885.0,27.44,4,Yes,No,59.0,"PHP, Laravel",2265273
Startup_1855,2001,Germany,E-commerce,Seed,308.0,395,228.0,20.7,8,Yes,No,54.0,"PHP, Laravel",745821
Startup_1856,2011,Canada,E-commerce,Series C,95.0,1601,53.0,44.16,6,No,No,28.0,"C++, ML",465389
Startup_1857,2016,France,Healthcare,Series C,352.0,1238,505.0,28.6,5,Yes,No,11.0,"C++, ML",2506132
Startup_1858,2002,Canada,E-commerce,Series B,209.0,185,809.0,35.64,7,Yes,Yes,93.0,"PHP, Laravel",4796192
Startup_1859,2010,UK,E-commerce,Series B,290.0,3324,775.0,28.28,8,Yes,Yes,43.0,"C++, ML",2573838
Startup_1860,2013,Germany,Healthcare,IPO,12.0,2616,303.0,20.48,1,No,Yes,7.0,"Node.js, React",68074
Startup_1861,2001,Germany,Tech,Seed,450.0,2069,914.0,27.47,2,Yes,No,47.0,"PHP, Laravel",4006782
Startup_1862,2018,Germany,FinTech,Seed,100.0,686,322.0,47.21,8,No,Yes,82.0,"Python, AI",1613554
Startup_1863,2012,Canada,E-commerce,Series C,338.0,1502,131.0,26.86,1,No,Yes,13.0,"Java, Spring",3140927
Startup_1864,2020,Canada,FoodTech,Series B,403.0,2940,667.0,49.25,5,Yes,No,1.0,"Java, Spring",629419
Startup_1865,2006,Canada,Energy,IPO,439.0,4572,778.0,24.11,1,No,No,48.0,"C++, ML",2098019
Startup_1866,2021,India,AI,Series A,239.0,645,605.0,27.02,3,Yes,No,69.0,"Node.js, React",1840823
Startup_1867,2000,India,Energy,Seed,77.0,12,439.0,1.84,2,No,No,84.0,"Java, Spring",3721961
Startup_1868,2004,Brazil,Energy,Series A,58.0,1554,256.0,35.34,5,No,No,3.0,"Java, Spring",4863520
Startup_1869,2009,Australia,Gaming,IPO,47.0,1394,767.0,1.32,1,Yes,No,15.0,"Node.js, React",1059035
Startup_1870,2006,Germany,Healthcare,Seed,31.0,316,671.0,39.95,2,No,No,67.0,"C++, ML",465302
Startup_1871,2021,China,Logistics,IPO,413.0,3717,500.0,21.82,9,No,Yes,65.0,"C++, ML",4762997
Startup_1872,2005,China,FoodTech,Series B,203.0,2858,620.0,35.15,1,No,Yes,86.0,"Python, AI",4304517
Startup_1873,2015,China,AI,Series C,370.0,1429,387.0,47.88,1,Yes,No,17.0,"Python, AI",245659
Startup_1874,2003,India,Tech,Series B,367.0,3773,327.0,15.36,4,No,Yes,18.0,"PHP, Laravel",4058050
Startup_1875,2009,USA,E-commerce,IPO,301.0,4222,962.0,22.03,3,No,Yes,60.0,"Node.js, React",305106
Startup_1876,2022,China,Tech,Seed,455.0,1929,752.0,34.67,7,No,Yes,57.0,"Java, Spring",3025197
