Startup Name,Founded Year,Country,Industry,Funding Stage,Total Funding ($M),Number of Employees,Annual Revenue ($M),Valuation ($B),Success Score,Acquired?,IPO?,Customer Base (Millions),Tech Stack,Social Media Followers
Startup_5228,2013,UK,FoodTech,Seed,2.5402,46,2.5658,8.6878,4,No,No,1.2649,"Java, Spring",32647
Startup_5229,2019,Australia,Healthcare,IPO,0.4604,44,1.4905,1.9321,2,No,No,0.5081,"C++, ML",45064
Startup_5230,2012,China,AI,Seed,3.119,22,5.1344,14.2993,7,No,No,2.0888,"Java, Spring",32620
Startup_5231,2003,France,EdTech,Series A,1.7341,30,1.9815,3.3753,3,No,No,0.6633,"Node.js, React",28910
Startup_5232,2000,USA,FinTech,Series A,4.2868,50,5.9128,8.7866,8,No,No,2.3652,"Python, AI",50000
Startup_5233,2007,Canada,AI,Seed,2.2017,43,4.7553,10.3853,7,No,No,0.6999,"Java, Spring",11933
Startup_5234,2014,USA,Logistics,IPO,1.0046,30,1.6861,5.7381,2,No,No,0.846,"C++, ML",36395
Startup_5235,2001,Brazil,Gaming,Seed,0.996,8,1.1634,1.3145,1,No,No,0.303,"Node.js, React",38597
Startup_5236,2019,France,Healthcare,Seed,3.8554,34,5.9388,14.4023,8,No,No,0.6304,"Node.js, React",8361
Startup_5237,2005,Japan,Logistics,Seed,1.3647,47,3.2476,7.6236,5,No,No,1.0358,"C++, ML",32635
Startup_5238,2005,Germany,Gaming,Series C,3.8478,9,9.5741,30.1721,10,No,No,4.0396,"C++, ML",48045
Startup_5239,2017,China,Energy,Series B,1.0691,20,2.5559,3.7175,4,No,No,0.1366,"Java, Spring",16578
Startup_5240,2021,Brazil,Energy,Series A,1.6423,40,4.1543,11.7791,6,No,No,2.265,"PHP, Laravel",32245
Startup_5241,2000,India,Healthcare,Series A,2.3542,25,4.6269,12.8202,6,No,No,2.7244,"Node.js, React",40382
Startup_5242,2008,India,E-commerce,Series A,4.7188,19,6.0412,17.0463,8,No,No,2.4549,"Java, Spring",42875
Startup_5243,2011,India,E-commerce,Series A,4.6621,5,8.6998,29.4637,10,No,No,2.8627,"C++, ML",27385
Startup_5244,2013,UK,Tech,Series B,1.074,11,1.9445,5.8451,3,No,No,1.1173,"Java, Spring",8407
Startup_5245,2022,Germany,Logistics,Series B,1.8232,15,3.566,4.5528,5,No,No,0.6448,"C++, ML",3716
Startup_5246,2020,India,Logistics,IPO,0.7895,8,1.0988,2.524,1,No,No,0.3592,"Python, AI",44089
Startup_5247,2001,USA,Tech,Series A,2.5744,19,5.0415,11.1326,7,No,No,2.5924,"C++, ML",19888
Startup_5248,2005,India,EdTech,Series A,2.3299,23,4.01,7.7626,6,No,No,2.391,"C++, ML",11251
Startup_5249,2021,India,E-commerce,Series C,4.5088,27,8.0,17.4475,10,No,No,4.84,"C++, ML",50000
Startup_5250,2011,Australia,Gaming,Series B,4.6535,40,7.5823,16.5314,9,No,No,1.2343,"PHP, Laravel",8064
Startup_5251,2012,Japan,AI,Series A,1.9487,32,3.421,7.6371,5,No,No,0.746,"C++, ML",21339
Startup_5252,2012,UK,EdTech,IPO,2.4841,26,5.0302,18.1431,7,No,No,1.2848,"Node.js, React",6898
Startup_5253,2004,Australia,Tech,Series A,4.4864,27,6.5342,9.23,9,Yes,No,1.7341,"Node.js, React",49512
Startup_5254,2005,UK,EdTech,IPO,4.0432,19,3.4326,11.0441,5,No,No,0.852,"Java, Spring",14829
Startup_5255,2022,Brazil,FoodTech,Seed,0.0681,50,0.7883,1.9096,1,No,No,0.1297,"PHP, Laravel",48112
Startup_5256,2005,Canada,E-commerce,IPO,1.6343,42,3.4001,8.7619,5,No,No,1.3064,"Java, Spring",11973
Startup_5257,2005,India,FoodTech,Series B,2.1378,29,3.4682,10.8865,5,No,No,1.5493,"Node.js, React",49
Startup_5258,2001,China,Logistics,IPO,1.1871,39,1.5538,3.1817,2,No,Yes,0.6613,"Node.js, React",40240
Startup_5259,2012,Canada,Gaming,Seed,1.0379,41,2.4116,5.2924,3,No,No,1.4319,"Python, AI",14542
Startup_5260,2012,Germany,AI,Series C,0.237,33,1.1199,2.3796,1,No,No,0.06,"C++, ML",50000
Startup_5261,2021,China,Logistics,IPO,3.2347,19,4.6235,8.7692,6,No,No,0.2322,"Node.js, React",9446
Startup_5262,2002,India,Healthcare,Series A,1.3494,37,2.9861,9.6407,4,No,No,1.4596,"Java, Spring",50000
Startup_5263,2004,Brazil,Tech,Series A,0.3091,19,1.2464,4.0118,1,No,No,0.0033,"Java, Spring",3133
Startup_5264,2019,Canada,Logistics,IPO,1.1933,33,3.3319,4.9765,5,No,No,1.0627,"C++, ML",36173
Startup_5265,2014,Australia,Gaming,Series B,4.0195,47,7.0937,11.6309,9,No,No,0.8096,"C++, ML",9419
Startup_5266,2014,France,Energy,IPO,4.2649,16,6.7287,13.9979,9,No,No,1.2522,"Python, AI",6530
Startup_5267,2012,China,E-commerce,Series A,2.4412,23,4.5098,6.4213,6,No,No,1.7133,"PHP, Laravel",9640
Startup_5268,2013,China,Logistics,Series A,2.1095,7,3.7457,10.264,5,No,No,1.9919,"Java, Spring",15862
Startup_5269,2022,UK,Energy,Series B,4.8904,26,7.3816,10.8797,9,No,No,4.2392,"C++, ML",24862
Startup_5270,2017,Japan,Energy,Series B,1.0428,32,2.4232,5.7016,3,No,No,1.0538,"Java, Spring",17957
Startup_5271,2005,Australia,Logistics,Seed,1.116,12,1.2039,1.4294,1,No,No,0.3312,"C++, ML",12691
Startup_5272,2007,Australia,E-commerce,IPO,1.4947,8,2.5908,4.8802,4,No,No,1.231,"Node.js, React",20280
Startup_5273,2003,Australia,Healthcare,Series B,0.9051,5,1.7609,4.9495,2,No,No,0.5641,"Java, Spring",41831
Startup_5274,2020,India,FoodTech,Series A,1.9279,42,3.2177,6.8706,5,No,No,1.2814,"Node.js, React",27563
Startup_5275,2006,USA,E-commerce,Series C,4.5586,28,7.3483,26.5589,9,Yes,No,4.0368,"Java, Spring",21060
Startup_5276,2019,USA,Energy,Series C,3.096,5,3.1109,9.6888,4,No,No,1.9403,"PHP, Laravel",27933
Startup_5277,2016,France,FinTech,Series C,2.0891,49,2.5871,4.6934,4,No,No,1.3907,"Python, AI",24064
Startup_5278,2002,China,Logistics,Series A,4.6753,26,8.2078,10.6996,10,Yes,No,1.7483,"Node.js, React",35087
Startup_5279,2012,China,EdTech,Seed,0.2899,5,0.5166,1.6052,1,No,No,0.001,"C++, ML",29353
Startup_5280,2012,France,Healthcare,Series B,1.0909,22,1.3052,4.2784,2,No,No,0.3921,"PHP, Laravel",24200
Startup_5281,2011,Australia,Tech,Series A,2.8511,15,3.1793,9.9151,5,No,No,0.333,"Java, Spring",31606
Startup_5282,2016,UK,Healthcare,IPO,3.097,13,3.5846,5.5875,5,No,No,1.9738,"Node.js, React",44151
Startup_5283,2006,UK,Logistics,Series C,0.2458,28,1.1919,4.367,1,No,No,0.0841,"Java, Spring",47671
Startup_5284,2012,Germany,FinTech,Series C,2.045,33,4.0261,6.948,6,No,No,1.8675,"Java, Spring",47083
Startup_5285,2021,Canada,FinTech,Series A,3.2633,43,4.2683,12.562,6,No,No,1.8551,"Java, Spring",34005
Startup_5286,2018,Germany,Healthcare,IPO,3.5054,23,4.8834,16.4052,7,No,No,0.9042,"Python, AI",32833
Startup_5287,2004,USA,FinTech,Seed,3.2088,33,7.6938,11.3715,9,No,No,2.2293,"Python, AI",29028
Startup_5288,2009,Canada,AI,Series B,1.6368,43,4.0168,12.8766,6,No,No,1.5372,"C++, ML",38243
Startup_5289,2006,Japan,Tech,Series C,0.5129,18,1.0406,1.8555,1,No,No,0.5807,"Node.js, React",13808
Startup_5290,2008,Canada,AI,IPO,2.1642,50,5.2554,18.344,7,No,No,1.1713,"PHP, Laravel",50000
Startup_5291,2010,Germany,Gaming,IPO,0.6873,30,1.7532,3.2973,2,No,No,1.1708,"PHP, Laravel",9416
Startup_5292,2013,Germany,E-commerce,Series C,4.7407,26,9.7084,33.2872,10,No,No,3.3965,"PHP, Laravel",11350
Startup_5293,2008,Australia,Logistics,Seed,2.4021,16,3.919,5.0657,6,No,No,0.8301,"Java, Spring",39837
Startup_5294,2021,UK,FinTech,Series A,1.6204,13,3.8269,10.7567,5,Yes,No,0.3255,"Python, AI",40510
Startup_5295,2003,Brazil,Tech,Series C,3.8432,39,4.336,10.4974,6,No,No,2.0201,"Node.js, React",6185
Startup_5296,2016,Canada,Tech,IPO,2.5148,33,4.2265,9.5477,6,Yes,No,0.382,"Java, Spring",32631
Startup_5297,2017,France,E-commerce,Series B,1.5847,26,4.0429,7.2439,6,No,No,1.2764,"Python, AI",40438
Startup_5298,2001,Japan,Tech,IPO,4.0692,48,2.0038,5.4421,3,No,No,0.7322,"Python, AI",41021
Startup_5299,2009,China,Tech,Seed,4.3424,1,6.4531,10.0712,9,No,No,1.531,"Node.js, React",2895
Startup_5300,2013,Germany,Tech,Series B,3.3814,49,5.1662,12.8312,7,No,No,1.9296,"Node.js, React",40290
Startup_5301,2010,Germany,FoodTech,Series A,0.2825,38,1.3185,2.3016,2,No,No,0.5139,"Node.js, React",11882
Startup_5302,2007,Canada,E-commerce,Series C,2.8533,2,5.8843,19.3421,8,No,No,2.7248,"Java, Spring",50000
Startup_5303,2005,Canada,Energy,Series A,3.8283,49,7.8998,10.4202,9,No,No,2.8531,"C++, ML",8140
Startup_5304,2009,China,EdTech,Seed,0.7257,6,1.398,2.2398,2,No,Yes,1.0442,"Node.js, React",9985
Startup_5305,2007,France,Energy,Seed,1.1819,46,2.5788,4.314,4,No,No,1.4845,"C++, ML",22582
Startup_5306,2001,India,E-commerce,Seed,4.4184,50,6.6205,14.1342,9,No,No,2.8157,"Java, Spring",26944
Startup_5307,2010,Canada,FinTech,Seed,0.1496,38,1.0381,1.7087,1,No,No,0.2838,"C++, ML",31820
Startup_5308,2021,UK,Gaming,IPO,3.776,42,9.2178,21.447,10,No,No,3.0622,"PHP, Laravel",30284
Startup_5309,2022,France,Gaming,Seed,2.3952,24,3.2702,10.3688,5,No,No,0.9071,"C++, ML",30415
Startup_5310,2012,Japan,Tech,Series A,2.2615,18,3.4956,9.7404,5,No,No,1.4954,"Node.js, React",18499
Startup_5311,2011,USA,FinTech,Series B,0.0851,27,0.8399,2.0858,1,No,No,0.2622,"Java, Spring",31470
Startup_5312,2021,Germany,E-commerce,Series B,4.106,41,9.0134,13.5586,10,No,No,2.588,"Node.js, React",13345
Startup_5313,2003,Germany,EdTech,Series B,1.8311,8,3.2391,9.1767,5,No,No,0.4777,"PHP, Laravel",5398
Startup_5314,2001,India,Tech,IPO,2.7268,28,6.1591,8.6956,8,No,No,1.6265,"Node.js, React",29794
Startup_5315,2020,Australia,Tech,Seed,3.4026,10,7.2132,22.339,9,Yes,No,1.8005,"Node.js, React",23032
Startup_5316,2021,China,FoodTech,Series B,3.528,17,6.8719,12.5534,9,No,No,0.8872,"Node.js, React",33567
Startup_5317,2015,UK,EdTech,Series A,4.7821,29,5.3686,11.8375,7,No,No,1.6779,"Python, AI",50000
Startup_5318,2014,Brazil,E-commerce,IPO,2.6801,6,6.4681,13.5498,9,No,No,1.9432,"PHP, Laravel",42266
Startup_5319,2010,Brazil,FinTech,Series B,2.0286,14,4.9375,15.6853,7,No,No,1.6157,"Node.js, React",29154
Startup_5320,2009,Japan,Energy,Series B,4.7708,22,7.9458,12.3403,10,No,No,1.7345,"Node.js, React",38691
Startup_5321,2003,Canada,Gaming,Series A,3.2284,6,2.8341,6.9565,4,No,No,1.1847,"Node.js, React",10785
Startup_5322,2010,France,Gaming,IPO,1.5258,26,1.8002,2.901,2,No,No,1.1603,"Java, Spring",47384
Startup_5323,2013,China,AI,Series B,0.676,39,1.8995,5.3999,3,No,No,1.2739,"Python, AI",15118
Startup_5324,2017,Japan,E-commerce,Series A,4.2206,12,5.258,16.5311,7,No,No,2.23,"Java, Spring",47292
Startup_5325,2018,India,FinTech,Series B,1.8428,35,1.9695,4.5362,3,No,No,0.4942,"Python, AI",7486
Startup_5326,2008,France,AI,Series B,3.3193,14,2.8198,6.5129,4,No,No,1.8357,"Node.js, React",6182
Startup_5327,2001,Canada,Tech,Series B,2.3805,22,3.6494,12.0657,5,No,No,1.4987,"PHP, Laravel",34629
Startup_5328,2011,Canada,FoodTech,Series A,1.0347,23,2.3084,5.434,3,No,No,0.5759,"C++, ML",6010
Startup_5329,2013,USA,E-commerce,IPO,3.0283,48,7.4389,16.9945,9,No,No,0.5226,"C++, ML",17306
Startup_5330,2001,Japan,EdTech,Series B,0.3504,7,0.8659,2.2108,1,No,No,0.2391,"Node.js, React",29201
Startup_5331,2001,UK,FoodTech,Series B,2.096,40,3.5443,9.5216,5,No,No,0.5341,"Java, Spring",20685
Startup_5332,2004,France,AI,Series B,2.7557,50,5.4071,6.9695,7,No,No,0.7249,"PHP, Laravel",11366
Startup_5333,2004,Germany,AI,IPO,2.2084,25,4.3209,12.8855,6,No,No,2.2114,"Python, AI",49591
Startup_5334,2007,Brazil,E-commerce,IPO,3.7559,13,7.4582,16.7051,9,No,No,2.6942,"Node.js, React",26251
Startup_5335,2013,Germany,E-commerce,Series C,4.1482,21,6.759,9.126,9,Yes,No,2.7393,"PHP, Laravel",29939
Startup_5336,2022,Germany,FinTech,Series B,3.8677,41,8.6049,26.8433,10,No,No,4.3274,"PHP, Laravel",30386
Startup_5337,2015,Australia,Gaming,Series C,0.2421,10,0.8129,1.6751,1,No,No,0.0675,"Python, AI",23713
Startup_5338,2003,China,Energy,Series B,1.0109,9,1.8777,2.8448,3,No,No,1.2766,"PHP, Laravel",19081
Startup_5339,2006,USA,FoodTech,Series A,2.7062,15,4.3855,11.3514,6,No,No,2.7628,"Java, Spring",36970
Startup_5340,2010,Germany,EdTech,Series B,4.6774,2,9.2451,29.4068,10,No,No,2.6003,"Java, Spring",6278
Startup_5341,2007,USA,Energy,Series C,4.183,25,5.4698,17.7373,7,No,No,3.1848,"Java, Spring",40383
Startup_5342,2001,USA,Logistics,Series A,4.2205,13,3.5869,12.1522,5,No,No,1.614,"PHP, Laravel",34686
Startup_5343,2012,Brazil,Logistics,Series B,1.5509,34,1.9356,6.1392,3,No,No,0.0495,"Java, Spring",34949
Startup_5344,2016,USA,AI,IPO,2.1758,34,3.1793,3.5536,5,No,No,1.3758,"Python, AI",10521
Startup_5345,2011,UK,FoodTech,Series A,2.38,35,5.1425,9.853,7,Yes,No,2.1109,"PHP, Laravel",22424
Startup_5346,2022,China,EdTech,Series B,0.829,38,1.8662,5.8708,3,No,No,1.2192,"C++, ML",0
Startup_5347,2005,China,Gaming,Seed,0.2038,3,0.442,0.9258,1,No,No,0.0706,"PHP, Laravel",23041
Startup_5348,2005,Germany,Gaming,IPO,4.7372,42,6.7306,16.9759,9,No,No,2.9799,"Python, AI",22498
Startup_5349,2007,UK,Healthcare,Seed,1.2415,6,1.7817,4.6902,2,No,No,0.0855,"C++, ML",12047
Startup_5350,2019,China,FinTech,Seed,1.2377,48,1.9899,4.0255,3,No,No,0.4855,"PHP, Laravel",45694
Startup_5351,2001,USA,EdTech,Seed,0.4627,49,1.4323,4.8568,2,No,No,0.2263,"Java, Spring",45818
Startup_5352,2002,Australia,Healthcare,Series A,4.6461,19,7.1417,15.8989,9,No,No,2.5744,"Node.js, React",49090
Startup_5353,2011,China,Healthcare,Series C,2.9197,3,5.0975,11.5016,7,No,No,2.5623,"Node.js, React",11196
Startup_5354,2013,Brazil,Healthcare,Series A,3.3518,18,6.0679,21.0775,8,No,No,1.0936,"Java, Spring",46922
Startup_5355,2020,Germany,FoodTech,IPO,4.5623,39,7.1932,16.9124,9,No,No,2.4829,"Node.js, React",23552
Startup_5356,2005,China,EdTech,IPO,1.7608,9,1.6347,2.8837,2,No,No,0.1094,"Node.js, React",27649
Startup_5357,2005,Germany,E-commerce,Series B,3.1265,12,6.7713,16.0324,9,No,No,0.5784,"Java, Spring",24436
Startup_5358,2013,Canada,Logistics,Seed,0.2421,5,0.5404,1.7003,1,No,No,0.3187,"Java, Spring",14300
Startup_5359,2000,India,Healthcare,Series C,0.9745,3,1.6161,4.8029,2,No,No,0.4546,"PHP, Laravel",9410
Startup_5360,2011,Canada,E-commerce,Series B,4.1647,11,9.9593,31.0814,10,No,No,3.3891,"PHP, Laravel",43900
Startup_5361,2021,UK,E-commerce,Series B,3.8455,30,8.2645,23.9981,10,Yes,No,0.2688,"Java, Spring",19556
Startup_5362,2002,China,FinTech,Seed,1.7857,4,3.2292,5.6555,5,Yes,No,0.0621,"Python, AI",44675
Startup_5363,2005,USA,Gaming,Series B,1.9152,5,3.0581,9.6093,4,No,No,1.233,"Node.js, React",40924
Startup_5364,2008,Canada,AI,Seed,2.6911,1,4.0605,13.4143,6,No,No,1.6955,"PHP, Laravel",48482
Startup_5365,2020,India,FoodTech,Series C,0.0512,27,0.7984,1.2624,1,No,No,0.001,"Node.js, React",32696
Startup_5366,2008,UK,FoodTech,Series B,1.2442,28,2.8474,4.3256,4,No,No,1.4815,"C++, ML",9287
Startup_5367,2008,India,Tech,Seed,1.0807,29,3.2853,11.1973,5,No,No,1.6024,"Java, Spring",33452
Startup_5368,2004,India,Gaming,Seed,1.2899,18,4.088,13.2204,6,No,No,2.1156,"Python, AI",16427
Startup_5369,2010,Brazil,Gaming,IPO,4.0392,12,7.053,22.8401,9,No,No,1.0232,"C++, ML",4074
Startup_5370,2012,Germany,E-commerce,Series B,1.4344,13,1.0428,3.305,1,No,No,0.2003,"C++, ML",27637
Startup_5371,2015,Germany,Healthcare,Seed,0.998,41,1.8216,4.6567,3,No,No,0.681,"C++, ML",8224
Startup_5372,2004,Germany,EdTech,Series A,2.5461,2,6.2033,16.8151,8,No,No,0.2627,"Java, Spring",13368
Startup_5373,2019,Germany,Logistics,Seed,4.3349,37,8.8555,21.6869,10,No,No,4.3399,"PHP, Laravel",19921
Startup_5374,2015,China,Healthcare,Series B,1.2447,45,2.9197,3.9701,4,No,No,1.5507,"Java, Spring",30701
Startup_5375,2003,Germany,E-commerce,Series C,0.4388,16,1.1336,3.1146,1,No,No,0.3472,"PHP, Laravel",28919
Startup_5376,2000,UK,AI,Series B,1.8142,48,2.4107,6.1987,3,No,No,1.1789,"C++, ML",50000
Startup_5377,2011,Australia,AI,Series B,3.7509,24,9.445,25.4277,10,No,Yes,4.7287,"C++, ML",40863
Startup_5378,2020,Germany,Logistics,IPO,2.7759,35,3.8088,8.226,5,No,No,1.6567,"Python, AI",16228
Startup_5379,2001,Australia,EdTech,IPO,4.0931,22,8.2702,20.2693,10,Yes,No,3.3889,"PHP, Laravel",10160
Startup_5380,2014,Japan,AI,Series B,4.8,36,4.8703,7.4028,7,No,No,2.2758,"C++, ML",39135
Startup_5381,2016,Brazil,FinTech,Seed,3.9737,11,5.9122,11.5016,8,No,No,2.3696,"Node.js, React",37369
Startup_5382,2000,China,Healthcare,Series A,3.0388,46,6.8489,10.8043,9,No,No,1.9912,"Python, AI",27368
Startup_5383,2021,China,FinTech,IPO,2.492,29,4.1664,6.2204,6,No,No,0.8522,"Java, Spring",50000
Startup_5384,2005,Australia,E-commerce,Seed,0.2483,35,1.1142,3.8596,1,No,No,0.6051,"Python, AI",1688
Startup_5385,2017,France,Gaming,IPO,4.9224,48,8.1778,12.8467,10,No,No,0.579,"Node.js, React",50000
Startup_5386,2010,France,Logistics,Series C,1.9482,15,2.1084,4.0787,3,No,No,1.1589,"PHP, Laravel",16802
Startup_5387,2022,Japan,Tech,Seed,0.8035,31,1.3524,3.5306,2,No,No,0.7113,"Java, Spring",18122
Startup_5388,2022,Brazil,EdTech,Series A,3.3502,42,7.0197,17.4052,9,No,No,2.8851,"Java, Spring",24703
Startup_5389,2018,France,E-commerce,IPO,1.4572,41,2.6777,4.4299,4,No,No,1.6555,"PHP, Laravel",33337
Startup_5390,2003,France,FoodTech,Series B,2.9496,43,6.2618,18.6862,8,Yes,No,2.9439,"Python, AI",21899
Startup_5391,2001,India,Tech,Seed,2.9545,16,6.5956,20.9607,9,No,No,0.3999,"C++, ML",40465
Startup_5392,2014,USA,Energy,Series C,2.2564,10,5.0869,8.7004,7,No,No,2.4003,"Python, AI",32122
Startup_5393,2020,UK,E-commerce,Series C,4.1888,49,3.6477,6.7219,5,No,No,0.7755,"Node.js, React",3627
Startup_5394,2000,France,Gaming,Seed,1.3616,32,2.3353,7.6486,3,No,No,0.365,"C++, ML",18828
Startup_5395,2016,UK,AI,Series C,2.2707,2,4.0944,12.4846,6,No,No,0.8638,"Python, AI",44948
Startup_5396,2002,India,E-commerce,Series C,2.7116,24,5.4892,14.9779,7,No,No,1.3208,"PHP, Laravel",37996
Startup_5397,2003,Australia,AI,Series C,3.3349,23,9.4087,14.1768,10,No,No,2.8778,"Node.js, React",44056
Startup_5398,2008,USA,Gaming,Series C,3.9307,2,4.1903,8.5015,6,No,No,1.0536,"Node.js, React",17480
Startup_5399,2001,France,Energy,Seed,2.0043,38,4.9751,12.7704,7,No,No,2.3136,"Node.js, React",18064
Startup_5400,2011,France,E-commerce,Series A,3.2479,31,6.2359,10.6878,8,No,No,3.4827,"C++, ML",31894
Startup_5401,2021,Germany,AI,IPO,0.7955,40,1.3408,3.176,2,No,No,0.419,"Java, Spring",8840
Startup_5402,2021,Australia,Tech,IPO,4.6666,26,6.4237,16.6164,8,No,Yes,0.7827,"C++, ML",33586
Startup_5403,2020,USA,E-commerce,Series C,1.9461,29,3.9141,7.2423,6,No,No,1.2554,"Python, AI",42345
Startup_5404,2006,Australia,Tech,Seed,3.6611,3,2.4872,7.4094,4,No,No,1.318,"Java, Spring",48563
Startup_5405,2000,UK,E-commerce,Series B,0.1507,14,0.5318,1.6977,1,No,No,0.3391,"Python, AI",26899
Startup_5406,2003,Australia,Gaming,Series C,1.0657,25,1.3476,2.6315,2,No,No,0.4063,"Java, Spring",21643
Startup_5407,2011,UK,FoodTech,Series C,2.4611,48,4.7785,15.1268,7,No,No,2.2131,"C++, ML",14149
Startup_5408,2012,Germany,Energy,Series C,4.3973,1,5.5698,8.7711,8,No,No,1.8423,"Node.js, React",12859
Startup_5409,2020,India,Energy,Seed,2.6599,3,3.2808,10.4494,5,Yes,No,1.491,"PHP, Laravel",42519
Startup_5410,2015,Germany,Gaming,IPO,4.6529,26,6.3189,9.9281,8,No,No,0.4875,"Node.js, React",23540
Startup_5411,2011,UK,EdTech,Series A,2.4448,18,2.4844,2.9969,4,No,No,0.9183,"C++, ML",29716
Startup_5412,2018,India,Healthcare,IPO,2.4777,9,3.4706,9.0157,5,No,No,0.5829,"Java, Spring",33133
Startup_5413,2020,India,FoodTech,IPO,0.6427,38,1.1771,2.6425,1,No,No,0.229,"Node.js, React",19745
Startup_5414,2012,Canada,Energy,Seed,4.0231,23,9.0791,28.0585,10,No,No,2.7344,"C++, ML",49908
Startup_5415,2012,China,Logistics,Series B,1.2725,21,3.605,6.9375,5,No,No,1.8414,"Python, AI",14704
Startup_5416,2002,USA,E-commerce,Series A,4.5031,1,1.5569,2.8547,2,No,No,1.1533,"PHP, Laravel",16725
Startup_5417,2002,Japan,Healthcare,Seed,4.5586,21,6.3881,14.9553,8,Yes,No,2.4735,"Node.js, React",30495
Startup_5418,2007,UK,AI,Series B,4.7194,27,6.8413,15.7298,9,No,No,2.2134,"Java, Spring",44200
Startup_5419,2022,China,Energy,Seed,2.6251,42,4.5066,8.8855,6,No,No,1.5636,"Python, AI",45778
Startup_5420,2009,France,Energy,IPO,3.4016,6,7.0278,19.8213,9,No,No,3.9589,"C++, ML",29183
Startup_5421,2004,France,FinTech,Series B,3.9037,44,5.7376,16.6689,8,Yes,No,2.3989,"PHP, Laravel",43238
Startup_5422,2020,France,Tech,Series B,0.6985,36,1.8089,5.7272,3,No,No,0.0881,"Java, Spring",36830
Startup_5423,2005,Germany,FinTech,Series B,3.0247,28,9.7704,34.0271,10,No,No,1.7795,"C++, ML",46452
Startup_5424,2003,USA,Energy,IPO,0.2198,45,1.105,2.1664,1,No,No,0.7321,"C++, ML",49332
Startup_5425,2006,Germany,E-commerce,Series C,2.513,17,6.5243,18.239,9,No,No,2.0289,"Node.js, React",50000
Startup_5426,2010,Canada,Tech,Series B,0.8165,40,2.2297,4.7296,3,No,No,0.1376,"Node.js, React",48871
Startup_5427,2022,USA,AI,Series A,0.9555,3,1.2842,3.6526,2,No,No,0.882,"Java, Spring",18674
Startup_5428,2006,Australia,Logistics,Series B,1.857,12,2.5243,5.4293,4,No,No,0.6527,"C++, ML",36408
Startup_5429,2018,UK,FinTech,Series C,2.1906,39,4.0774,15.0272,6,No,No,1.8735,"Node.js, React",10510
Startup_5430,2017,Brazil,Tech,Series A,3.1347,12,3.3445,10.0146,5,No,No,0.2762,"PHP, Laravel",37073
Startup_5431,2020,Brazil,AI,Series A,0.4184,2,0.5249,1.6899,1,No,No,0.4192,"PHP, Laravel",27911
Startup_5432,2005,France,AI,Series C,2.5433,46,4.059,12.8165,6,No,No,2.1256,"C++, ML",2554
Startup_5433,2015,China,AI,Series B,0.954,22,2.2089,7.1132,3,No,No,0.8811,"Node.js, React",30102
Startup_5434,2021,Germany,AI,Series A,2.8912,23,7.632,23.151,9,No,No,1.4716,"Java, Spring",10229
Startup_5435,2014,Germany,FinTech,Series B,3.2052,30,4.7806,10.9529,7,No,No,0.5392,"Java, Spring",33827
Startup_5436,2020,China,E-commerce,Seed,2.8057,5,5.0435,9.5027,7,No,No,1.4566,"Java, Spring",6497
Startup_5437,2021,Germany,EdTech,Seed,3.7046,9,2.861,5.7368,4,No,No,0.6093,"PHP, Laravel",10680
Startup_5438,2022,Australia,Healthcare,Series A,1.7113,21,4.0937,4.9177,6,No,No,1.3392,"Node.js, React",21741
Startup_5439,2013,China,Logistics,Series C,3.8373,11,2.8321,6.9172,4,No,No,1.628,"Node.js, React",28296
Startup_5440,2016,Germany,Tech,Series C,2.1922,5,4.3509,10.5241,6,No,No,1.1326,"PHP, Laravel",22371
Startup_5441,2018,Germany,Tech,Seed,2.4467,35,4.3586,10.0568,6,Yes,No,0.3284,"Java, Spring",28657
Startup_5442,2021,India,Energy,Series A,3.2581,27,5.4061,19.5303,7,No,No,2.9966,"Java, Spring",31703
Startup_5443,2020,UK,E-commerce,Seed,0.1409,49,0.9497,3.0694,1,No,No,0.0843,"C++, ML",13290
Startup_5444,2017,UK,FinTech,Series C,3.2873,2,2.8701,4.7886,4,No,No,1.3711,"Python, AI",8348
Startup_5445,2001,Australia,E-commerce,Series C,3.112,24,3.3977,7.1134,5,No,No,1.3516,"Node.js, React",37656
Startup_5446,2018,India,AI,Series B,1.5837,31,3.7974,8.4901,5,No,No,2.1795,"Node.js, React",0
Startup_5447,2000,India,Logistics,Series B,0.4747,33,1.4904,2.9313,2,No,No,0.1907,"Node.js, React",19930
Startup_5448,2022,France,Gaming,Series B,0.5001,39,1.4727,4.2182,2,No,No,0.001,"Python, AI",32168
Startup_5449,2006,UK,Energy,Series A,4.62,30,8.7042,20.9176,10,No,No,3.0171,"C++, ML",8005
Startup_5450,2003,Germany,Logistics,IPO,3.4619,46,6.1502,15.4623,8,No,No,1.6374,"Python, AI",42725
Startup_5451,2011,France,Tech,Series A,0.6792,37,1.545,4.7372,2,No,No,0.1105,"Java, Spring",19648
Startup_5452,2005,Canada,EdTech,Series B,1.8158,28,5.686,17.885,8,No,No,3.2874,"Java, Spring",50000
Startup_5453,2022,USA,AI,Series B,2.9828,31,6.3385,9.5009,8,No,No,3.1214,"Node.js, React",27396
Startup_5454,2008,India,E-commerce,Seed,4.1861,11,6.9246,19.1195,9,No,No,2.9862,"PHP, Laravel",34187
Startup_5455,2002,Brazil,FoodTech,Series C,0.2661,23,0.9863,2.2291,1,Yes,No,0.3122,"Node.js, React",11122
